Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Ascendo VC,VC firm,USA,100000,500000,3. Early Revenue,We invest in Seed to Series A Companies led by founders from underrepresented segments. Technology-based business...,,https://www.openvc.app/fund/Ascendo%20VC,https://www.openvc.app/images/funds/rec9skLoYah4AtTmj.jpg
Capital Factory,VC firm,USA,25000,200000,"2. Prototype, 3. Early Revenue+1","We invest in US-based technology companies where we can add additional value through our help with customer, employee,...",,https://www.openvc.app/fund/Capital%20Factory,https://www.openvc.app/images/funds/recWrFydM5qmGnARr.jpg
Curiosity VC,VC firm,"Belgium, Denmark+8",500000,1000000,"3. Early Revenue, 4. Scaling","We invest in B2B software with a focus on applications of AI in Fintech, Proptech, Legaltech, Enterprise Software,...",,https://www.openvc.app/fund/Curiosity%20VC,https://www.openvc.app/images/funds/rec3gd1aG2ZZHO8iI.jpg
TSP Ventures,Angel network,UK,70000,700000,"3. Early Revenue, 2. Prototype+1",We invest in UK-based Climate / CleanTech and InsurTech companies (from Pre Seed to Seed Extension rounds)...,,https://www.openvc.app/fund/TSP%20Ventures,https://www.openvc.app/images/funds/recP3NKyUMH7vH68M.jpg
Norselab,VC firm,"Norway, Sweden+9",1.5000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in impact startups primarily in the Nordics. Investment Themes: Energy Transition, Circularity & Sustainable...",,https://www.openvc.app/fund/Norselab,https://www.openvc.app/images/funds/recUeW0LDZYgdMXdh.jpg
HTGF High-Tech Gründe...,VC firm,"Austria, Belgium+9",300000,1000000,"2. Prototype, 3. Early Revenue","We invest in early-stage companies with focus on B2B SaaS models, but also look into other opportunities. The venture...",,https://www.openvc.app/fund/HTGF%20High-Tech%20Gr%C3%BCnderfonds,https://www.openvc.app/images/funds/rectoRcYjkV5yvPS2.jpg
Singtel Innov8,Corporate VC,"Singapore, Australia+3",1000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in 5G Enterprise & Applications, Data Privacy & Security, New Emerging...",,https://www.openvc.app/fund/Singtel%20Innov8,https://www.openvc.app/images/funds/recC8lr96CV1A7h2P.jpg
OVC Ventures,Angel network,"UK, USA+25",150000,1.5000000,"3. Early Revenue, 4. Scaling+1","We invest in all sectors, move fast (two weeks), have a high preference for startups that can demonstrate initial...",,https://www.openvc.app/fund/OVC%20Ventures,https://www.openvc.app/images/funds/recTPpyulE0uJpv8E.jpg
Doug Hickey,Solo angel,USA,25000,200000,"1. Idea or Patent, 2. Prototype+3",I invest in product-first companies that are looking to solve problems for their...,,https://www.openvc.app/fund/Doug%20Hickey,https://www.openvc.app/images/funds/recricy144rMMbHOI.jpg
Colin Weston,Solo angel,"Switzerland, UK",10000,50000,"2. Prototype, 3. Early Revenue+1","I invest in fintech, regtech, legaltech, proptech",,https://www.openvc.app/fund/Colin%20Weston,https://www.openvc.app/images/funds/recJBoUbSuaEAbz1C.jpg
