Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
gAI Ventures,Startup studio,"USA, India",100000,100000,1. Idea or Patent,We incubate vertical AI products with domain experts in financial services and insurance (FSI)...,,https://www.openvc.app/fund/gAI%20Ventures,https://www.openvc.app/images/funds/recPYbjMSLZ9j1qwP.jpg
OTP Ventures,VC firm,India,500000,2000000,"2. Prototype, 3. Early Revenue","We invest in consumer brands, consumer tech/platforms, fintech, and Agritech at the seed or pre-Series A stage,...",,https://www.openvc.app/fund/OTP%20Ventures,https://www.openvc.app/images/funds/recB3NeeZkjiJy4n3.jpg
Rubio Impact Ventures,VC firm,"Austria, Belgium+15",500000,5000000,"2. Prototype, 3. Early Revenue+1","We invest in climatetech, food & agri, circular businesses, education, work, wellbeing and public resilience (Seed and...",,https://www.openvc.app/fund/Rubio%20Impact%20Ventures,https://www.openvc.app/images/funds/recMEU8mG7INa0oGh.jpg
Framework Venture Part...,VC firm,"Canada, USA",500000,10000000,4. Scaling,"We invest in Series A and B startups in Fintech, Insurtech, Vertical SaaS, and AI-powered platforms with B2B models and...",,https://www.openvc.app/fund/Framework%20Venture%20Partners,https://www.openvc.app/images/funds/recv435trqajHUmAD.jpg
Bitdefender Voyager Ve...,Corporate VC,"Austria, Belgium+36",200000,1000000,"2. Prototype, 3. Early Revenue+1","We invest in - Cybersecurity, Data Analytics, Automation, Digital Infrastructure, Quantum Tech - Pre-Seed, Seed and...",,https://www.openvc.app/fund/Bitdefender%20Voyager%20Ventures,https://www.openvc.app/images/funds/recZkGg1P72fpYam5.jpg
Barak Edut,Solo angel,"USA, China+5",5000,100000,"2. Prototype, 3. Early Revenue+1","I invest in scalable, consumer-focused products or platforms that have demonstrated strong product-market fit and are...",,https://www.openvc.app/fund/Barak%20Edut,https://www.openvc.app/images/funds/recKkfXNrzGkymSW1.jpg
Epic Ventures,VC firm,Poland,250000,500000,"2. Prototype, 1. Idea or Patent","We invest in Polish B2B software and deeptech companies, having already helped more than 30 startups in raising funding...",,https://www.openvc.app/fund/Epic%20Ventures,https://www.openvc.app/images/funds/recImQp4gJ93w4MtC.jpg
Carbono3 Ventures,VC firm,"Dominican Republic, Colombia+13",100000,250000,"2. Prototype, 3. Early Revenue",We invest in Latin American Sustainability Tech startups. We prefer to lead pre-seed...,,https://www.openvc.app/fund/Carbono3%20Ventures,https://www.openvc.app/images/funds/recoHlMoLHzAWvMmx.jpg
No Brand,Family office,"Australia, New Zealand",25000,1000000,"3. Early Revenue, 4. Scaling","We invest in Australian or New Zealand startups in Seed or Series A rounds. Our areas of interest include: AI, ML,...",,https://www.openvc.app/fund/No%20Brand,https://www.openvc.app/images/funds/rec2z1pZEgUybJBI3.jpg
3VC,VC firm,"Austria, Bulgaria+14",1000000,5000000,"3. Early Revenue, 4. Scaling","We invest in AI, dev tools, deep tech, security, AR/VR, data analytics, digital health, app/mobile, new frontier We...",,https://www.openvc.app/fund/3VC,https://www.openvc.app/images/funds/rec5iJrIoTbeXJU3F.jpg
