Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
AIP Seed VC,VC firm,Poland,50000,400000,"1. Idea or Patent, 2. Prototype+1",We invest in founders of all origins who wants to build something amazing from Poland or are polish diaspora. We are...,,https://www.openvc.app/fund/AIP%20Seed%20VC,https://www.openvc.app/images/funds/recR2OxZK87Wr08S2.jpg
No Brand,Family office,"Australia, New Zealand",25000,1000000,"3. Early Revenue, 4. Scaling","We invest in Australian or New Zealand startups in Seed or Series A rounds. Our areas of interest include: AI, ML,...",,https://www.openvc.app/fund/No%20Brand,https://www.openvc.app/images/funds/rec2z1pZEgUybJBI3.jpg
Via ID,Corporate VC,"Austria, Belgium+26",300000,5000000,3. Early Revenue,"We invest in European-based startups in the sustainable mobility (micromobility, electric vehicles, connected vehicles,...",,https://www.openvc.app/fund/Via%20ID,https://www.openvc.app/images/funds/recIN6myiB96exApd.jpg
BH3 Growth Equity,PE fund,"USA, Canada",5000000,30000000,"4. Scaling, 5. Growth+2","We invest in proptech, construction technology, sustainable building materials, modular construction, property...",,https://www.openvc.app/fund/BH3%20Growth%20Equity,https://www.openvc.app/images/funds/receFC1tdaYtHgb7L.jpg
Rubio Impact Ventures,VC firm,"Austria, Belgium+15",500000,5000000,"2. Prototype, 3. Early Revenue+1","We invest in climatetech, food & agri, circular businesses, education, work, wellbeing and public resilience (Seed and...",,https://www.openvc.app/fund/Rubio%20Impact%20Ventures,https://www.openvc.app/images/funds/recMEU8mG7INa0oGh.jpg
Katha VC,VC firm,"Botswana, Kenya+23",100000,500000,"2. Prototype, 3. Early Revenue+2",We invest in Pre-Seed and Seed High Growth Markets Fintech. We also consider non-fintech companies where embedded...,,https://www.openvc.app/fund/Katha%20VC,https://www.openvc.app/images/funds/recPHuZihRMJFpLS6.jpg
Airbridge Equity Partn...,VC firm,"Netherlands, Belgium+7",1000000,5000000,"4. Scaling, 3. Early Revenue",We invest in companies where technology is at the heart of what they do and critical to the problems they solve for...,,https://www.openvc.app/fund/Airbridge%20Equity%20Partners,https://www.openvc.app/images/funds/recZ7oySbJssLClNi.jpg
OTP Ventures,VC firm,India,500000,2000000,"2. Prototype, 3. Early Revenue","We invest in consumer brands, consumer tech/platforms, fintech, and Agritech at the seed or pre-Series A stage,...",,https://www.openvc.app/fund/OTP%20Ventures,https://www.openvc.app/images/funds/recB3NeeZkjiJy4n3.jpg
Turenne Santé,PE fund,"France, Switzerland+4",1000000,3000000,"3. Early Revenue, 4. Scaling+1","We invest in Medtech, e-health, Software, service, CDMO/CRO innovationm, health. Early revenue/growth, non...",,https://www.openvc.app/fund/Turenne%20Sant%C3%A9,https://www.openvc.app/images/funds/recjglKYu9C3C0W3c.jpg
DCA Asset Management,VC firm,"Canada, USA+1",25000,2000000,"3. Early Revenue, 4. Scaling",We invest in companies that are in market showing promising early growth and scale. Industry...,,https://www.openvc.app/fund/DCA%20Asset%20Management,https://www.openvc.app/images/funds/recNLrOaL6CGZh38K.jpg
