Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
500 Istanbul,VC firm,"Turkey, Poland+18",150000,1000000,"2. Prototype, 3. Early Revenue","We invest in globally-focused seed stage startups with teams in Turkey, Eastern Europe and the...",,https://www.openvc.app/fund/500%20Istanbul,https://www.openvc.app/images/funds/recC4Yx4ZSzwjrRD3.jpg
Orange Ventures,Corporate VC,"Cameroon, Central African Republic+42",500000,20000000,"3. Early Revenue, 4. Scaling+1",We invest in European and North American series B/C startups. We also support Seed and Series A impact investing...,,https://www.openvc.app/fund/Orange%20Ventures,https://www.openvc.app/images/funds/recpFa2HqFSlIZ4Mc.jpg
Underline Ventures,VC firm,"Albania, Belarus+18",200000,1000000,"1. Idea or Patent, 2. Prototype+1",We invest in Eastern European founders building high-growth startups with global ambitions. We are...,,https://www.openvc.app/fund/Underline%20Ventures,https://www.openvc.app/images/funds/recjJ6VPbaQmUo6pB.jpg
HTGF High-Tech Gründe...,VC firm,"Austria, Belgium+9",300000,1000000,"2. Prototype, 3. Early Revenue","We invest in early-stage companies with focus on B2B SaaS models, but also look into other opportunities. The venture...",,https://www.openvc.app/fund/HTGF%20High-Tech%20Gr%C3%BCnderfonds,https://www.openvc.app/images/funds/rectoRcYjkV5yvPS2.jpg
Abac Nest Ventures,VC firm,Spain,150000,500000,"1. Idea or Patent, 2. Prototype+1",We invest in outlier entrepreneurs building B2S SaaS solutions to transform the SME industry across Southern...,,https://www.openvc.app/fund/Abac%20Nest%20Ventures,https://www.openvc.app/images/funds/rec2Q9z60OgvA883Y.jpg
Airbridge Equity Partn...,VC firm,"Netherlands, Belgium+7",1000000,5000000,"4. Scaling, 3. Early Revenue",We invest in companies where technology is at the heart of what they do and critical to the problems they solve for...,,https://www.openvc.app/fund/Airbridge%20Equity%20Partners,https://www.openvc.app/images/funds/recZ7oySbJssLClNi.jpg
First Momentum Venture...,VC firm,"Albania, Andorra+39",200000,1000000,1. Idea or Patent,We invest in pre/early-traction B2B companies with a technical core as their main differentiator. We mainly invest in...,,https://www.openvc.app/fund/First%20Momentum%20Ventures,https://www.openvc.app/images/funds/recH5m8UW5yJUsCeb.jpg
Keyhorse Capital,VC firm,USA,25000,1000000,"2. Prototype, 3. Early Revenue+1",We invest in pre-seed and seed stage companies based in Kentucky. Keyhorse is the investment arm of Kentucky Science...,,https://www.openvc.app/fund/Keyhorse%20Capital,https://www.openvc.app/images/funds/recPwxnEsFGIJ1FQD.jpg
BH3 Growth Equity,PE fund,"USA, Canada",5000000,30000000,"4. Scaling, 5. Growth+2","We invest in proptech, construction technology, sustainable building materials, modular construction, property...",,https://www.openvc.app/fund/BH3%20Growth%20Equity,https://www.openvc.app/images/funds/receFC1tdaYtHgb7L.jpg
