Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Cambridge Innovation C...,VC firm,UK,1000000,10000000,"2. Prototype, 3. Early Revenue+2","We invest in all things deeptech: AI, robotics, quantum, software, fusion, cleantech. And in all things Life Sciences:...",,https://www.openvc.app/fund/Cambridge%20Innovation%20Capital,https://www.openvc.app/images/funds/recCe1xbKRJDKtnKP.jpg
SCE Freiraum Ventures,VC firm,"Germany, Austria+10",50000,150000,"2. Prototype, 3. Early Revenue",We invest in early-stage teams that have developed a scalable business idea with initial traction and a defensible...,,https://www.openvc.app/fund/SCE%20Freiraum%20Ventures,https://www.openvc.app/images/funds/rec0CXaqwTROVQb84.jpg
SET Ventures,VC firm,"Belgium, Denmark+15",1000000,6000000,"3. Early Revenue, 4. Scaling","We invest in their early growth stage and must have a strong digital DNA, building a solution for the energy system...",,https://www.openvc.app/fund/SET%20Ventures,https://www.openvc.app/images/funds/recqMfX8pl2UOsNC6.jpg
NextUnicorn.Fund,VC firm,"USA, India",25000,500000,"1. Idea or Patent, 2. Prototype+3","We invest in AI & tech enabled StartUp's & industry agnostic. We are a high-conviction, tech-enabled Pre-seed /...",,https://www.openvc.app/fund/NextUnicorn.Fund,https://www.openvc.app/images/funds/rect9BIF8LR5UoYMJ.jpg
Francis Santora,Solo angel,"Canada, USA+4",10000,25000,"3. Early Revenue, 4. Scaling",I invest in companies like this: - $200-500k revenue growing fast - Huge market - Great product - Great founder That...,,https://www.openvc.app/fund/Francis%20Santora,https://www.openvc.app/images/funds/rechqesBT6CLqgqa8.jpg
Colin Weston,Solo angel,"Switzerland, UK",10000,50000,"2. Prototype, 3. Early Revenue+1","I invest in fintech, regtech, legaltech, proptech",,https://www.openvc.app/fund/Colin%20Weston,https://www.openvc.app/images/funds/recJBoUbSuaEAbz1C.jpg
Bitdefender Voyager Ve...,Corporate VC,"Austria, Belgium+36",200000,1000000,"2. Prototype, 3. Early Revenue+1","We invest in - Cybersecurity, Data Analytics, Automation, Digital Infrastructure, Quantum Tech - Pre-Seed, Seed and...",,https://www.openvc.app/fund/Bitdefender%20Voyager%20Ventures,https://www.openvc.app/images/funds/recZkGg1P72fpYam5.jpg
SpringTime Ventures,VC firm,USA,500000,700000,"2. Prototype, 3. Early Revenue","We invest in fintech, insurtech, healthcare, logistics & supply chain in the USA only. Founders must be in the US and...",,https://www.openvc.app/fund/SpringTime%20Ventures,https://www.openvc.app/images/funds/recZoZlkrEOGXLJY5.jpg
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
Carbono3 Ventures,VC firm,"Dominican Republic, Colombia+13",100000,250000,"2. Prototype, 3. Early Revenue",We invest in Latin American Sustainability Tech startups. We prefer to lead pre-seed...,,https://www.openvc.app/fund/Carbono3%20Ventures,https://www.openvc.app/images/funds/recoHlMoLHzAWvMmx.jpg
